ID,Date House was Sold,Sale Price,No of Bedrooms,No of Bathrooms,Flat Area (in Sqft),Lot Area (in Sqft),No of Floors,Waterfront View,No of Times Visited,Condition of the House,Overall Grade,Area of the House from Basement (in Sqft),Basement Area (in Sqft),Age of House (in Years),Renovated Year,Zipcode,Latitude,Longitude,Living Area after Renovation (in Sqft),Lot Area after Renovation (in Sqft)
7677300010,15 March 2016,772500.0,4,1.0,1720.0,4410.0,1.5,No,Twice,Fair,7,1720.0,0,90,0,98117.0,47.6791,-122.402,2140.0,4500
1471610060,14 July 2017,370000.0,3,1.75,1570.0,16817.0,2.0,No,,Fair,7,1570.0,0,36,0,98045.0,47.4716,-121.756,1600.0,16817
7856410020,15 March 2016,998160.0,2,2.5,3010.0,16050.0,1.0,No,Thrice,Good,9,1260.0,1750,42,0,98006.0,47.5643,-122.16,3010.0,11612
3630200640,14 October 2017,759990.0,4,2.5,2540.0,5760.0,2.0,No,,Fair,9,2540.0,0,9,0,98029.0,47.5405,-121.993,2580.0,3600
7960100260,14 July 2017,349500.0,3,2.0,1270.0,3600.0,1.0,No,,Fair,7,1270.0,0,55,0,98122.0,47.6099,-122.297,1660.0,3600
3882320010,14 November 2017,565000.0,4,2.5,2520.0,13156.0,1.0,No,,Fair,8,1520.0,1000,39,0,98052.0,47.6558,-122.135,2050.0,10940
7504200120,14 June 2017,430000.0,3,2.0,1910.0,5040.0,1.5,No,,Fair,8,1910.0,0,47,0,98074.0,47.6312,-122.061,1980.0,4275
4136890560,15 April 2016,346300.0,4,2.5,2590.0,11018.0,2.0,No,,Fair,8,2590.0,0,20,0,98092.0,47.2634,-122.211,2400.0,8042
3300760020,14 August 2017,595000.0,3,2.0,1530.0,6773.0,1.0,No,,Good,8,1530.0,0,34,0,98033.0,47.6653,-122.194,2240.0,7201
1117300050,15 March 2016,537000.0,3,2.0,1550.0,27003.0,1.5,No,,Fair,8,1550.0,0,36,0,98074.0,47.606,-122.056,2400.0,27003
3826000470,14 September 2017,232000.0,2,1.0,960.0,8100.0,1.0,No,,Fair,6,810.0,150,82,0,98168.0,47.494,-122.304,960.0,12150
2412600070,14 October 2017,230000.0,6,3.0,2180.0,7220.0,2.0,No,,Fair,7,2180.0,0,38,0,98003.0,47.3046,-122.305,2260.0,7344
952000640,14 October 2017,715000.0,3,1.5,1670.0,5060.0,2.0,No,Twice,Excellent,7,1670.0,0,93,0,98126.0,47.5671,-122.379,1670.0,5118
7852190630,15 April 2016,600000.0,4,2.5,2710.0,6474.0,2.0,No,,Fair,8,2710.0,0,14,0,98065.0,47.5383,-121.878,2870.0,6968
1026069172,14 June 2017,540000.0,4,2.5,2050.0,34222.0,2.0,No,,Good,8,2050.0,0,29,0,98077.0,47.7572,-122.022,2240.0,51400
2768200209,14 October 2017,529950.0,2,2.5,1500.0,1174.0,2.0,No,,Fair,8,1140.0,360,4,0,98107.0,47.6689,-122.363,1550.0,1519
9187200345,14 July 2017,599000.0,7,2.5,2580.0,5750.0,1.0,No,,Good,7,1880.0,700,117,0,98122.0,47.6025,-122.294,2280.0,5750
3709500180,14 May 2017,445830.0,3,2.5,1870.0,5449.0,2.0,No,,Fair,8,1870.0,0,15,0,98011.0,47.7557,-122.22,2000.0,7687
4307330050,14 July 2017,439900.0,5,3.5,3390.0,7950.0,2.0,No,Twice,Fair,7,3390.0,0,15,0,98056.0,47.4792,-122.181,2580.0,6900
6699930260,15 March 2016,400000.0,4,2.5,3130.0,5240.0,2.0,No,,Fair,8,3130.0,0,14,0,98038.0,47.3446,-122.042,2470.0,5240
7299600180,14 June 2017,303210.0,4,2.5,2009.0,5000.0,2.0,No,,Fair,8,2009.0,0,4,0,98092.0,47.2577,-122.198,2009.0,5182
9828702667,14 May 2017,482500.0,3,2.25,1450.0,1445.0,2.0,No,,Fair,7,980.0,470,13,0,98122.0,47.6184,-122.301,1510.0,1370
1079600270,15 March 2016,325000.0,3,1.75,1840.0,17286.0,1.0,No,,Good,7,1440.0,400,40,0,98030.0,47.371,-122.173,1840.0,14541
3625059109,14 May 2017,1050000.0,4,3.0,2920.0,33976.0,1.0,No,Thrice,Excellent,8,1460.0,1460,54,0,98008.0,47.6164,-122.104,2970.0,15210
3630120880,15 February 2016,780000.0,3,3.5,3310.0,5558.0,2.0,No,,Fair,9,3310.0,0,13,0,98029.0,47.5553,-122.003,3310.0,5270
924069190,14 August 2017,440000.0,3,1.75,2000.0,11880.0,2.0,No,,Fair,8,2000.0,0,39,0,98075.0,47.5882,-122.052,1820.0,15120
1087700030,14 June 2017,450000.0,3,1.75,1610.0,11200.0,1.0,No,,Fair,7,1610.0,0,63,0,98033.0,47.6641,-122.176,1610.0,11200
7853301570,15 April 2016,685000.0,4,2.5,3550.0,10968.0,2.0,No,,Fair,9,3550.0,0,12,0,98065.0,47.5431,-121.886,3550.0,8583
1422300100,14 September 2017,435000.0,3,2.5,1730.0,46638.0,2.0,No,,Fair,8,1730.0,0,27,0,98045.0,47.4614,-121.709,1750.0,35508
3959400335,15 April 2016,560000.0,3,2.0,1640.0,7333.0,1.0,No,,Good,7,1020.0,620,77,0,98108.0,47.5636,-122.316,2130.0,4933
163000010,14 July 2017,330000.0,4,2.5,2105.0,6093.0,2.0,No,,Fair,8,2105.0,0,15,0,98042.0,47.3531,-122.147,1930.0,8022
6163900628,14 May 2017,379950.0,3,3.25,1860.0,1787.0,3.0,No,,Fair,8,1860.0,0,11,0,98155.0,47.7563,-122.316,1830.0,1787
7974700150,15 May 2016,1250000.0,5,3.5,3510.0,4798.0,2.0,No,,Fair,10,2700.0,810,10,0,98105.0,47.669,-122.282,1460.0,1684
9274202620,14 July 2017,678100.0,3,1.75,1850.0,2860.0,1.5,No,,Excellent,8,1210.0,640,87,0,98116.0,47.5853,-122.39,1660.0,3120
8682300010,15 February 2016,829000.0,3,2.75,2690.0,10443.0,1.0,No,,Fair,9,2690.0,0,11,0,98053.0,47.7185,-122.024,1440.0,4185
7942602080,14 June 2017,660000.0,6,1.75,1840.0,2774.0,1.0,No,,Fair,7,1060.0,780,118,0,98122.0,47.6041,-122.31,1680.0,4292
7370600045,15 April 2016,640000.0,3,1.75,1680.0,8100.0,1.0,No,Twice,Fair,8,1680.0,0,68,0,98177.0,47.7212,-122.364,1880.0,7750
1211000185,14 June 2017,375000.0,4,2.0,1240.0,3000.0,1.0,No,,Fair,7,1040.0,200,110,0,98122.0,47.6076,-122.298,1480.0,3500
4364700600,14 December 2017,216000.0,3,1.0,1010.0,7920.0,1.0,No,,Fair,6,1010.0,0,93,0,98126.0,47.5249,-122.37,1520.0,7560
2386000020,14 October 2017,885000.0,4,2.25,4470.0,86225.0,2.0,No,,Fair,10,4470.0,0,27,0,98053.0,47.6377,-121.985,3850.0,97049
1822350180,14 December 2017,375000.0,3,2.25,1330.0,8004.0,2.0,No,,Fair,7,1330.0,0,33,0,98034.0,47.7098,-122.217,1300.0,7971
8651402920,14 May 2017,219900.0,4,1.5,1120.0,5427.0,1.0,No,,Fair,6,1120.0,0,49,2014,98042.0,47.3628,-122.087,1150.0,5304
121039038,14 August 2017,169000.0,3,1.5,1470.0,18459.0,2.0,No,,Good,6,1470.0,0,102,0,98023.0,47.3302,-122.36,1750.0,16074
7875400050,14 August 2017,212000.0,3,1.5,1060.0,9225.0,1.0,No,,Good,7,1060.0,0,63,0,98003.0,47.3217,-122.318,1270.0,9375
4239410220,15 April 2016,210000.0,2,1.0,1520.0,4700.0,2.0,No,,Good,7,1520.0,0,40,0,98092.0,47.3187,-122.182,1140.0,3906
5332200550,15 March 2016,505000.0,3,1.0,1380.0,4000.0,1.5,No,,Fair,7,1380.0,0,108,0,98112.0,47.6261,-122.296,1690.0,4000
993001332,14 September 2017,407000.0,3,2.25,1430.0,1448.0,3.0,No,,Fair,8,1430.0,0,13,0,98103.0,47.6916,-122.341,1430.0,1383
7853220330,14 October 2017,730000.0,4,3.5,4420.0,7902.0,2.0,No,,Fair,10,3350.0,1070,14,0,98065.0,47.5327,-121.86,3440.0,7851
8923100125,14 June 2017,1230000.0,5,3.25,3240.0,6551.0,1.5,No,Four,Good,9,2500.0,740,79,0,98115.0,47.6792,-122.273,2740.0,9300
1823049202,15 January 2016,326000.0,6,1.5,1930.0,8400.0,1.0,No,,Fair,7,1030.0,900,47,0,98146.0,47.4869,-122.34,1780.0,9520
2524049250,14 September 2017,1180000.0,5,2.25,3270.0,16553.0,2.0,No,Twice,Excellent,9,2470.0,800,50,0,98040.0,47.5428,-122.236,3690.0,17916
2354300915,14 September 2017,330000.0,2,1.0,720.0,7250.0,1.0,No,,Fair,5,720.0,0,75,0,98027.0,47.5267,-122.032,1760.0,7250
7574200210,14 June 2017,407450.0,4,1.5,2310.0,68824.0,2.0,No,,Good,7,2310.0,0,50,0,98010.0,47.3354,-122.031,2020.0,39900
238000201,14 July 2017,440000.0,3,2.75,2070.0,9697.0,2.0,No,,Good,7,1330.0,740,89,0,98188.0,47.4327,-122.283,2000.0,14436
4137040060,15 April 2016,265500.0,3,2.5,1450.0,8977.0,1.0,No,,Fair,8,1450.0,0,28,0,98092.0,47.2576,-122.214,2410.0,8850
3023059071,15 February 2016,631000.0,4,4.0,2630.0,59586.0,1.0,No,,Fair,7,1470.0,1160,55,0,98055.0,47.4496,-122.209,2230.0,5715
2473351050,14 August 2017,372500.0,4,2.25,1920.0,9660.0,1.0,No,,Good,8,1920.0,0,50,0,98058.0,47.4544,-122.143,1890.0,7800
2326600150,15 April 2016,775900.0,3,2.5,2700.0,5764.0,2.0,No,,Fair,9,2700.0,0,4,0,98075.0,47.5618,-122.027,3270.0,14700
3123089027,14 July 2017,472000.0,3,2.5,3800.0,104979.0,2.0,No,,Fair,8,3210.0,590,13,0,98045.0,47.4304,-121.841,2040.0,109771
3438500339,14 May 2017,276000.0,3,1.0,1140.0,5000.0,1.0,No,,Fair,7,1140.0,0,58,0,98106.0,47.5535,-122.362,1140.0,5000
7625701830,14 October 2017,521000.0,3,2.0,1840.0,6000.0,1.0,No,,Good,6,1840.0,0,110,1944,98136.0,47.5508,-122.392,2010.0,6000
9534400010,15 April 2016,965800.0,4,1.75,2500.0,8725.0,1.0,No,,Good,8,1500.0,1000,52,0,98004.0,47.6304,-122.205,1900.0,8998
9297301535,14 May 2017,540000.0,3,1.5,2600.0,5085.0,1.0,No,,Good,7,1400.0,1200,78,0,98126.0,47.5659,-122.376,1320.0,4000
9547202265,15 April 2016,990000.0,3,3.25,2460.0,4182.0,2.0,No,,Excellent,8,2100.0,360,108,0,98115.0,47.6782,-122.311,2370.0,4284
5561400220,14 August 2017,592500.0,4,2.5,3370.0,35150.0,1.0,No,,Excellent,8,1770.0,1600,25,0,98027.0,47.461,-122.002,2920.0,41241
7338401759,14 June 2017,268000.0,2,1.0,1380.0,5000.0,1.0,No,,Fair,7,870.0,510,75,0,98108.0,47.5339,-122.293,1450.0,5000
4229400015,15 May 2016,570000.0,3,1.0,1030.0,4089.0,1.5,No,,Fair,7,1030.0,0,91,0,98116.0,47.574,-122.385,1440.0,4917
2767604724,14 October 2017,505000.0,2,2.5,1430.0,1201.0,3.0,No,,Fair,8,1430.0,0,9,0,98107.0,47.6707,-122.381,1430.0,1249
2140700190,15 April 2016,515000.0,4,2.5,1850.0,9248.0,2.0,No,,Fair,8,1850.0,0,21,0,98028.0,47.735,-122.244,2080.0,8711
1887000100,14 August 2017,485000.0,5,1.75,2460.0,14100.0,1.0,No,,Fair,7,1380.0,1080,46,0,98028.0,47.7452,-122.224,2028.0,11078
2997800075,14 September 2017,649950.0,3,2.75,1670.0,1350.0,3.0,No,,Fair,9,1350.0,320,4,0,98116.0,47.5764,-122.408,1520.0,4800
8651520420,14 June 2017,539000.0,3,2.0,2260.0,9568.0,1.0,No,,Fair,8,1780.0,480,33,0,98074.0,47.6457,-122.058,2250.0,9744
908000260,14 November 2017,272000.0,4,2.5,1870.0,5692.0,2.0,No,,Fair,7,1870.0,0,14,0,98058.0,47.4334,-122.148,2390.0,5293
1088801350,15 February 2016,525000.0,3,2.5,2320.0,9610.0,1.0,No,,Fair,9,1730.0,590,28,0,98011.0,47.7394,-122.204,2450.0,9608
2767603608,14 October 2017,405000.0,2,1.5,1170.0,1274.0,3.0,No,,Fair,8,1170.0,0,17,0,98107.0,47.6719,-122.381,1290.0,1308
3034200036,15 April 2016,438000.0,2,1.0,1630.0,9255.0,1.0,No,,Fair,7,1630.0,0,77,0,98133.0,47.7222,-122.332,1800.0,8000
3616600231,14 June 2017,960000.0,4,3.0,4590.0,9150.0,2.0,No,,Fair,10,3490.0,1100,37,0,98177.0,47.7234,-122.372,2910.0,12348
5083000375,15 March 2016,235000.0,3,1.0,1310.0,9529.0,1.0,No,,Fair,7,1310.0,0,62,0,98198.0,47.4105,-122.295,1330.0,9529
1392800035,14 June 2017,559000.0,2,1.0,1240.0,6400.0,1.0,No,Once,Good,7,1060.0,180,80,0,98126.0,47.5493,-122.377,1240.0,6400
6329000185,15 March 2016,540000.0,3,2.5,2600.0,23361.0,1.5,Yes,Four,Fair,8,2150.0,450,106,0,98146.0,47.4997,-122.379,1700.0,14700
1338801060,14 December 2017,560000.0,4,1.5,1810.0,3400.0,2.0,No,,Fair,8,1810.0,0,92,0,98112.0,47.6264,-122.302,1770.0,3600
1591600044,14 October 2017,409000.0,4,3.25,3140.0,10752.0,2.0,No,,Fair,7,2300.0,840,26,0,98146.0,47.5022,-122.363,1300.0,9920
7763400035,15 April 2016,253500.0,3,1.5,1440.0,12040.0,1.0,No,,Good,7,1440.0,0,59,0,98042.0,47.3715,-122.16,1720.0,12040
3824100041,15 April 2016,419000.0,4,2.25,1880.0,9727.0,1.0,No,,Fair,7,1100.0,780,39,0,98028.0,47.7731,-122.257,1790.0,10274
4083303540,15 March 2016,791000.0,5,1.75,2344.0,4800.0,1.5,No,,Good,7,1544.0,800,97,0,98103.0,47.6537,-122.335,1770.0,4200
3508100135,15 March 2016,1100000.0,3,1.5,2220.0,4830.0,2.0,No,Thrice,Fair,9,1790.0,430,90,2010,98116.0,47.5825,-122.4,1670.0,4830
3630220140,14 June 2017,795000.0,4,3.5,3200.0,3250.0,2.0,No,,Fair,9,2670.0,530,11,0,98029.0,47.5515,-122.0,3400.0,3663
2568300045,15 March 2016,649950.0,6,2.0,1900.0,8240.0,1.0,No,,Okay,7,1200.0,700,54,0,98125.0,47.7037,-122.296,1900.0,8240
1774000050,14 May 2017,480500.0,4,2.5,2180.0,11200.0,1.0,No,,Good,8,2180.0,0,50,0,98072.0,47.7476,-122.086,1790.0,11200
3353401710,14 September 2017,227950.0,3,1.5,1670.0,8230.0,1.0,No,,Excellent,7,1670.0,0,64,0,98001.0,47.2613,-122.255,2077.0,4910
2979800409,14 May 2017,416286.0,3,2.5,1408.0,989.0,3.0,No,,Fair,8,1408.0,0,13,0,98115.0,47.6856,-122.315,1408.0,1342
2623069106,15 February 2016,710000.0,6,3.5,3830.0,68825.0,2.0,No,,Fair,9,3830.0,0,23,0,98027.0,47.4574,-122.003,2410.0,68825
4226900211,14 October 2017,560000.0,4,1.0,1360.0,5814.0,1.5,No,,Okay,6,1360.0,0,118,0,98122.0,47.6038,-122.314,1010.0,5814
8731951670,14 June 2017,270000.0,4,2.25,1900.0,8600.0,1.0,No,,Good,8,1900.0,0,43,0,98023.0,47.3102,-122.381,2120.0,8000
3342103149,14 September 2017,380000.0,3,1.5,1540.0,8400.0,1.0,No,,Excellent,7,1540.0,0,50,0,98056.0,47.5237,-122.199,1690.0,7689
7419700015,14 September 2017,490000.0,4,2.25,2090.0,10869.0,2.0,No,,Fair,8,2090.0,0,48,0,98033.0,47.6715,-122.164,1800.0,17788
6413100090,14 September 2017,458000.0,2,1.75,990.0,5850.0,1.0,No,,Good,6,990.0,0,76,0,98125.0,47.7132,-122.321,840.0,6110
7452500340,14 December 2017,265000.0,3,1.0,1080.0,4930.0,1.0,No,,Fair,6,1080.0,0,68,0,98126.0,47.5209,-122.374,1100.0,5950
3331000070,14 June 2017,735000.0,4,2.5,2820.0,6180.0,2.0,No,,Fair,9,2050.0,770,5,0,98118.0,47.5529,-122.281,1390.0,4635
2887950020,14 June 2017,280000.0,7,2.5,1940.0,5458.0,2.0,No,,Fair,7,1940.0,0,24,0,98092.0,47.3191,-122.177,1710.0,5688
8078460810,14 December 2017,620000.0,4,2.5,2580.0,7465.0,2.0,No,,Fair,8,2580.0,0,25,0,98074.0,47.6319,-122.022,2350.0,7596
9818700215,15 March 2016,464000.0,5,2.0,2000.0,3000.0,1.5,No,,Fair,6,1200.0,800,87,0,98122.0,47.6028,-122.298,1330.0,4000
524059093,14 August 2017,775000.0,3,1.75,1640.0,18730.0,1.5,No,,Good,7,1640.0,0,72,0,98004.0,47.5975,-122.196,1670.0,12154
2138000120,14 June 2017,435000.0,4,2.75,2110.0,8751.0,1.0,No,,Fair,7,1510.0,600,56,0,98011.0,47.7617,-122.215,1660.0,10295
8731982630,14 May 2017,240000.0,4,2.25,1720.0,8300.0,1.0,No,,Good,8,1720.0,0,45,0,98023.0,47.3192,-122.385,2010.0,8000
1972201960,14 August 2017,513000.0,3,2.25,1500.0,1312.0,3.0,No,,Fair,8,1500.0,0,11,0,98103.0,47.6534,-122.346,1500.0,1282
123039626,14 October 2017,295000.0,3,2.25,1330.0,7200.0,1.0,No,,Fair,7,900.0,430,44,0,98146.0,47.5102,-122.364,1380.0,9570
6403500290,14 May 2017,407500.0,3,2.5,1930.0,10460.0,2.0,No,,Fair,8,1930.0,0,22,0,98059.0,47.4938,-122.161,2290.0,8228
3275730120,14 August 2017,446000.0,4,2.5,1530.0,8375.0,1.0,No,,Fair,7,1020.0,510,44,0,98034.0,47.7174,-122.236,1650.0,9794
3820350070,14 September 2017,349950.0,4,2.5,1820.0,3134.0,2.0,No,,Fair,7,1820.0,0,19,0,98019.0,47.7351,-121.985,1820.0,3751
7387500335,14 December 2017,280000.0,3,1.0,980.0,7480.0,1.0,No,,Fair,6,830.0,150,70,0,98106.0,47.5206,-122.363,1140.0,7480
4338800720,15 February 2016,240000.0,4,2.0,1750.0,7800.0,1.0,No,,Good,6,1750.0,0,74,0,98166.0,47.4791,-122.347,1270.0,7800
13001991,14 September 2017,207000.0,3,2.5,1520.0,2550.0,2.0,No,,Fair,7,1520.0,0,13,0,98108.0,47.5245,-122.33,1460.0,2550
9346920260,14 June 2017,646000.0,4,2.25,2500.0,8500.0,1.0,No,,Good,8,1600.0,900,40,0,98006.0,47.5615,-122.131,2290.0,8927
1934800022,14 July 2017,425000.0,3,1.0,1280.0,3200.0,1.5,No,,Fair,7,1280.0,0,115,0,98122.0,47.6029,-122.307,1320.0,1676
8731800210,14 July 2017,235000.0,3,2.5,2350.0,9051.0,1.0,No,,Good,8,1570.0,780,52,0,98023.0,47.3126,-122.364,2270.0,8748
2225059273,14 November 2017,975000.0,5,3.5,5470.0,35071.0,2.0,No,,Fair,10,4590.0,880,42,0,98005.0,47.6368,-122.159,3600.0,35074
6372000297,15 March 2016,608000.0,3,3.5,1660.0,2298.0,2.0,No,,Fair,8,1260.0,400,9,0,98116.0,47.5809,-122.403,1500.0,2198
5649600464,15 March 2016,343000.0,2,1.5,1100.0,1228.0,2.0,No,,Fair,7,900.0,200,11,0,98118.0,47.5538,-122.282,1340.0,1380
2011400520,14 June 2017,240000.0,4,2.0,1790.0,14690.0,1.0,No,Once,Good,7,1670.0,120,58,0,98198.0,47.3965,-122.321,2440.0,10664
6082400191,14 June 2017,287000.0,3,2.0,1300.0,11374.0,1.5,No,,Excellent,7,1300.0,0,85,0,98168.0,47.4839,-122.302,1480.0,9670
3395300180,14 August 2017,534950.0,3,2.25,2130.0,12286.0,2.0,No,,Fair,8,2130.0,0,41,0,98052.0,47.6471,-122.114,2130.0,10158
8567450180,14 May 2017,525000.0,5,2.5,2630.0,9216.0,2.0,No,,Fair,8,2630.0,0,15,0,98019.0,47.7379,-121.966,2020.0,4980
6121800065,14 November 2017,289000.0,3,1.75,1580.0,9750.0,1.0,No,,Excellent,7,1580.0,0,64,0,98148.0,47.427,-122.331,1460.0,9750
5457800930,14 June 2017,1700000.0,2,2.25,3170.0,3000.0,2.0,No,Twice,Excellent,10,1990.0,1180,118,0,98109.0,47.6291,-122.351,2980.0,5061
4100000040,14 October 2017,788000.0,5,2.25,2910.0,9454.0,1.0,No,Once,Fair,8,1910.0,1000,46,0,98005.0,47.5871,-122.173,2400.0,10690
6909200037,14 August 2017,375000.0,2,1.5,1160.0,1648.0,2.0,No,,Fair,7,1160.0,0,16,0,98144.0,47.5916,-122.293,1458.0,2351
1471701170,14 June 2017,335000.0,4,2.25,2030.0,13500.0,1.0,No,,Fair,7,1230.0,800,55,0,98059.0,47.4596,-122.066,1830.0,13800
3226049080,15 February 2016,397000.0,2,1.0,1030.0,12350.0,1.5,No,,Fair,7,1030.0,0,76,0,98115.0,47.6984,-122.324,1790.0,6900
9286000240,14 July 2017,1070000.0,6,3.5,4860.0,11793.0,2.0,No,,Fair,10,3860.0,1000,20,0,98006.0,47.5521,-122.137,3600.0,11793
6838700060,14 December 2017,280000.0,3,2.25,1430.0,7222.0,2.0,No,,Fair,7,1430.0,0,25,0,98056.0,47.5112,-122.19,1430.0,7220
5700003810,14 July 2017,1480000.0,4,2.25,3920.0,7200.0,2.0,No,,Fair,10,3120.0,800,90,0,98144.0,47.5731,-122.284,3400.0,7200
5693500270,15 January 2016,715000.0,4,1.0,2000.0,4800.0,2.0,No,,Good,7,2000.0,0,107,0,98103.0,47.6583,-122.351,1260.0,1452
1854900470,14 September 2017,715000.0,3,2.5,2890.0,7027.0,2.0,No,,Fair,8,2890.0,0,14,0,98074.0,47.6111,-122.009,2890.0,7197
1223039242,15 January 2016,388000.0,3,1.75,1760.0,9277.0,1.0,No,,Good,7,1760.0,0,56,0,98146.0,47.4977,-122.358,1760.0,7650
829000160,14 October 2017,311000.0,5,3.0,2020.0,5917.0,1.0,No,,Fair,7,1220.0,800,25,0,98108.0,47.5482,-122.294,2130.0,5529
8832900360,15 April 2016,735000.0,3,1.75,2250.0,11520.0,1.0,No,Once,Fair,8,2250.0,0,62,0,98028.0,47.7619,-122.268,2730.0,12445
1323059098,15 April 2016,315000.0,3,2.0,1220.0,14645.0,1.0,No,,Fair,6,1220.0,0,48,0,98059.0,47.4842,-122.117,1980.0,24960
1761300850,14 December 2017,271000.0,4,1.75,1710.0,7200.0,1.0,No,,Excellent,7,910.0,800,43,0,98031.0,47.3967,-122.174,1730.0,7200
9578500820,14 November 2017,424950.0,4,3.25,3266.0,5398.0,2.0,No,,Fair,8,3266.0,0,4,0,98023.0,47.2975,-122.35,3087.0,5152
7504110030,15 February 2016,785000.0,4,2.5,3300.0,10514.0,2.0,No,,Fair,10,3300.0,0,34,0,98074.0,47.6323,-122.036,2820.0,11462
2798000020,14 August 2017,1400000.0,4,3.5,3560.0,16782.0,2.0,No,,Fair,10,2560.0,1000,4,0,98040.0,47.5569,-122.225,3100.0,18047
7504200250,15 April 2016,490000.0,3,2.25,2330.0,3600.0,1.5,No,,Fair,8,2330.0,0,47,0,98074.0,47.631,-122.061,2050.0,4275
3558910640,15 April 2016,528000.0,4,1.75,1860.0,9750.0,1.0,No,,Fair,7,1460.0,400,49,0,98034.0,47.7097,-122.202,1900.0,8913
6197800045,14 September 2017,290000.0,3,1.0,1210.0,33919.0,1.0,No,,Fair,7,1210.0,0,64,0,98058.0,47.4375,-122.184,1640.0,14910
6139100101,15 May 2016,405100.0,4,2.0,1580.0,7300.0,1.0,No,,Good,7,1580.0,0,63,0,98155.0,47.7598,-122.328,1180.0,9450
4038200480,14 December 2017,480000.0,3,1.0,1160.0,8800.0,1.0,No,,Good,7,1160.0,0,59,0,98008.0,47.6112,-122.128,1750.0,8400
3089000005,14 July 2017,150000.0,2,1.0,850.0,54000.0,1.5,No,,Bad,4,850.0,0,68,0,98023.0,47.2959,-122.377,1550.0,14440
7577700070,14 August 2017,577000.0,2,1.75,1620.0,4879.0,1.0,No,,Fair,7,1040.0,580,94,2011,98116.0,47.5703,-122.385,1500.0,5000
1370802115,14 December 2017,1930000.0,3,4.5,3950.0,6134.0,2.0,No,Thrice,Fair,10,2880.0,1070,20,0,98199.0,47.6413,-122.405,3050.0,5281
2207100255,14 May 2017,395300.0,3,1.5,1120.0,7000.0,1.0,No,,Fair,7,1120.0,0,63,0,98007.0,47.5987,-122.146,1470.0,7950
6929603769,14 July 2017,253000.0,3,1.0,1400.0,9750.0,1.0,No,,Fair,7,1400.0,0,50,1998,98198.0,47.3862,-122.304,1640.0,8050
2489200165,14 August 2017,435000.0,3,1.0,1050.0,5500.0,1.0,No,,Fair,6,930.0,120,98,0,98126.0,47.5402,-122.38,1410.0,5834
3134100116,14 August 2017,470000.0,5,1.75,2030.0,12342.0,2.0,No,,Good,7,2030.0,0,76,0,98052.0,47.6417,-122.109,2500.0,9433
3878900681,15 January 2016,272000.0,1,0.75,1040.0,6034.0,1.0,No,Once,Fair,7,580.0,460,27,0,98178.0,47.5078,-122.251,1560.0,5650
1226039129,15 February 2016,400000.0,4,2.0,1560.0,8250.0,1.0,No,,Fair,8,1320.0,240,54,0,98177.0,47.7565,-122.358,1870.0,8258
993000136,14 October 2017,449950.0,3,2.25,1540.0,1270.0,3.0,No,,Fair,7,1540.0,0,4,0,98103.0,47.6935,-122.341,1230.0,1454
4047200825,14 October 2017,400000.0,1,1.0,1390.0,60984.0,1.0,No,,Fair,6,1390.0,0,58,0,98019.0,47.7652,-121.903,1620.0,24225
106000044,14 August 2017,399950.0,3,1.0,1470.0,7930.0,1.0,No,,Fair,7,1070.0,400,68,0,98177.0,47.7013,-122.368,1440.0,8100
7613700521,14 August 2017,1250000.0,4,3.25,3160.0,5000.0,2.0,No,,Excellent,9,2360.0,800,53,0,98105.0,47.6597,-122.274,2220.0,4000
4139440360,14 September 2017,850000.0,4,2.5,2900.0,9972.0,2.0,No,,Fair,9,2900.0,0,25,0,98006.0,47.5536,-122.121,2901.0,8567
2493200155,15 April 2016,950000.0,4,2.25,2770.0,5320.0,2.0,No,Once,Fair,9,2440.0,330,5,0,98136.0,47.5283,-122.385,2100.0,6011
1513800170,15 April 2016,392500.0,3,1.0,930.0,6572.0,1.0,No,,Fair,7,930.0,0,66,0,98115.0,47.6889,-122.301,960.0,5840
2600300110,14 December 2017,555000.0,4,1.75,2350.0,6200.0,1.5,No,,Good,7,1410.0,940,72,0,98116.0,47.559,-122.397,1800.0,6150
255450030,14 September 2017,369946.0,3,2.5,2420.0,4725.0,2.0,No,,Fair,8,2420.0,0,4,0,98038.0,47.371,-122.018,2370.0,4200
9353300090,14 July 2017,360000.0,3,2.0,1630.0,10723.0,1.0,No,,Excellent,7,1630.0,0,59,0,98059.0,47.4898,-122.133,1450.0,10723
4038000055,14 August 2017,425000.0,3,1.0,1320.0,7076.0,1.0,No,,Good,7,1320.0,0,59,0,98008.0,47.6131,-122.123,1510.0,9000
2321300351,14 June 2017,575000.0,2,1.0,1510.0,4032.0,1.5,No,,Fair,8,1310.0,200,83,0,98199.0,47.6371,-122.393,1700.0,4042
1138010520,14 June 2017,459000.0,3,1.75,1620.0,7330.0,1.0,No,,Good,7,1090.0,530,44,0,98034.0,47.7148,-122.213,1380.0,7191
1423069129,15 March 2016,449000.0,4,1.75,2350.0,54450.0,1.0,No,,Good,7,1250.0,1100,47,0,98027.0,47.4816,-122.005,2180.0,50529
9510900610,14 October 2017,294000.0,5,2.75,2300.0,7600.0,1.0,No,,Good,7,1400.0,900,49,0,98023.0,47.3084,-122.372,1750.0,8500
8092000330,14 May 2017,168500.0,3,1.0,1100.0,10125.0,1.0,No,,Fair,7,1100.0,0,49,0,98042.0,47.367,-122.107,1570.0,10650
